Breed,Age,Sex,Symptoms,ICD
말티즈,9,M,부신피질기능항진증,"내분비, 영양 또는 대사 질환"
말티즈,12,M,부신피질기능항진증,"내분비, 영양 또는 대사 질환"
시추,14,M,부신피질기능항진증,"내분비, 영양 또는 대사 질환"
시추,14,M,부신피질기능항진증,"내분비, 영양 또는 대사 질환"
말티즈,14,M,부신피질기능항진증,"내분비, 영양 또는 대사 질환"
말티즈,14,M,부신피질기능항진증,"내분비, 영양 또는 대사 질환"
슈나우저,14,F,부신피질기능항진증,"내분비, 영양 또는 대사 질환"
요크셔 테리어,15,M,부신피질기능항진증,"내분비, 영양 또는 대사 질환"
말티즈,7,M,부신피질기능항진증,"내분비, 영양 또는 대사 질환"
요크셔 테리어,9,M,부신피질기능항진증,"내분비, 영양 또는 대사 질환"
시추,15,M,부신겉질저하증,"내분비, 영양 또는 대사 질환"
치와와,2,M,부신겉질저하증,"내분비, 영양 또는 대사 질환"
요크셔 테리어,2,F,마그네슘 혈증,"내분비, 영양 또는 대사 질환"
비숑 프리제,3,M,마그네슘 혈증,"내분비, 영양 또는 대사 질환"
말티즈,7,F,부신피질기능저하증,"내분비, 영양 또는 대사 질환"
말티즈,0,M,저혈당,"내분비, 영양 또는 대사 질환"
포메라니안,1,M,저혈당,"내분비, 영양 또는 대사 질환"
요크셔 테리어,1,F,저혈당,"내분비, 영양 또는 대사 질환"
말티즈,1,M,저혈당,"내분비, 영양 또는 대사 질환"
포메라니안,1,M,저혈당,"내분비, 영양 또는 대사 질환"
말티즈,1,M,저혈당,"내분비, 영양 또는 대사 질환"
말티즈,1,F,저혈당,"내분비, 영양 또는 대사 질환"
치와와,1,M,저혈당,"내분비, 영양 또는 대사 질환"
말티즈,1,F,저혈당,"내분비, 영양 또는 대사 질환"
말티즈,1,M,저혈당,"내분비, 영양 또는 대사 질환"
말티즈,1,M,저혈당,"내분비, 영양 또는 대사 질환"
믹스,1,F,저혈당,"내분비, 영양 또는 대사 질환"
말티즈,1,M,저혈당,"내분비, 영양 또는 대사 질환"
푸들,1,M,저혈당,"내분비, 영양 또는 대사 질환"
시추,12,M,갑상선 기능 항진증,"내분비, 영양 또는 대사 질환"
말티즈,7,M,갑상선 기능 항진증,"내분비, 영양 또는 대사 질환"
요크셔 테리어,14,M,레카,"내분비, 영양 또는 대사 질환"
슈나우저,2,F,발작,"내분비, 영양 또는 대사 질환"
말티즈,10,M,호르몬 장애,"내분비, 영양 또는 대사 질환"
믹스,12,M,호르몬 장애,"내분비, 영양 또는 대사 질환"
말티즈,11,M,호르몬 장애,"내분비, 영양 또는 대사 질환"
말티즈,11,M,호르몬 장애,"내분비, 영양 또는 대사 질환"
요크셔 테리어,14,M,호르몬 장애,"내분비, 영양 또는 대사 질환"
슈나우저,14,M,호르몬 장애,"내분비, 영양 또는 대사 질환"
페키니즈,3,F,호르몬 장애,"내분비, 영양 또는 대사 질환"
포메라니안,0,F,추적 검사,건강 검진
포메라니안,0,F,추적 검사,건강 검진
말티즈,0,F,추적 검사,건강 검진
포메라니안,10,M,추적 검사,건강 검진
말티즈,10,M,추적 검사,건강 검진
요크셔 테리어,10,M,추적 검사,건강 검진
슈나우저,10,M,추적 검사,건강 검진
시추,10,M,추적 검사,건강 검진
요크셔 테리어,10,M,추적 검사,건강 검진
말티즈,10,M,추적 검사,건강 검진
말티즈,10,M,추적 검사,건강 검진
말티즈,10,M,추적 검사,건강 검진
믹스,10,M,추적 검사,건강 검진
믹스,10,M,추적 검사,건강 검진
시추,10,M,추적 검사,건강 검진
말티즈,10,M,추적 검사,건강 검진
믹스,10,M,추적 검사,건강 검진
말티즈,10,M,추적 검사,건강 검진
믹스,10,M,추적 검사,건강 검진
푸들,0,F,추적 검사,건강 검진
믹스,0,F,추적 검사,건강 검진
말티즈,0,M,추적 검사,건강 검진
푸들,0,F,추적 검사,건강 검진
말티즈,11,F,추적 검사,건강 검진
말티즈,11,F,추적 검사,건강 검진
말티즈,11,M,추적 검사,건강 검진
시추,11,M,추적 검사,건강 검진
포메라니안,11,unknown,추적 검사,건강 검진
K.D,11,M,추적 검사,건강 검진
말티즈,11,M,추적 검사,건강 검진
믹스,11,M,추적 검사,건강 검진
요크셔 테리어,11,M,추적 검사,건강 검진
요크셔 테리어,11,F,추적 검사,건강 검진
말티즈,11,F,추적 검사,건강 검진
믹스,12,F,추적 검사,건강 검진
치와와,12,M,추적 검사,건강 검진
시추,12,M,추적 검사,건강 검진
시추,12,F,추적 검사,건강 검진
닥스훈트,12,F,추적 검사,건강 검진
요크셔 테리어,12,M,추적 검사,건강 검진
말티즈,12,M,추적 검사,건강 검진
푸들,12,M,추적 검사,건강 검진
요크셔 테리어,12,F,추적 검사,건강 검진
말티즈,12,M,추적 검사,건강 검진
말티즈,12,M,추적 검사,건강 검진
말티즈,13,F,추적 검사,건강 검진
믹스,13,M,추적 검사,건강 검진
치와와,13,M,추적 검사,건강 검진
시추,13,M,추적 검사,건강 검진
시추,13,M,추적 검사,건강 검진
말티즈,13,F,추적 검사,건강 검진
말티즈,13,M,추적 검사,건강 검진
믹스,13,M,추적 검사,건강 검진
미니어처 핀셔,13,M,추적 검사,건강 검진
시추,13,M,추적 검사,건강 검진
푸들,13,F,추적 검사,건강 검진
말티즈,13,M,추적 검사,건강 검진
페키니즈,14,M,추적 검사,건강 검진
포메라니안,14,F,추적 검사,건강 검진
요크셔 테리어,14,M,추적 검사,건강 검진
요크셔 테리어,14,M,추적 검사,건강 검진
요크셔 테리어,14,M,추적 검사,건강 검진
믹스,14,M,추적 검사,건강 검진
말티즈,14,M,추적 검사,건강 검진
말티즈,14,F,추적 검사,건강 검진
푸들,15,F,추적 검사,건강 검진
말티즈,15,M,추적 검사,건강 검진
시베리안 허스키,15,M,추적 검사,건강 검진
포메라니안,15,M,추적 검사,건강 검진
페키니즈,15,M,추적 검사,건강 검진
시추,15,M,예방 접종,건강 검진
미니어처 핀셔,15,F,예방 접종,건강 검진
믹스,15,F,예방 접종,건강 검진
믹스,16,M,예방 접종,건강 검진
푸들,16,M,예방 접종,건강 검진
푸들,16,M,예방 접종,건강 검진
믹스,16,M,예방 접종,건강 검진
푸들,17,M,예방 접종,건강 검진
말티즈,1,M,예방 접종,건강 검진
말티즈,1,F,예방 접종,건강 검진
믹스,1,M,예방 접종,건강 검진
말티즈,1,F,예방 접종,건강 검진
시추,1,F,예방 접종,건강 검진
말티즈,1,M,예방 접종,건강 검진
말티즈,1,F,예방 접종,건강 검진
말티즈,1,M,예방 접종,건강 검진
닥스훈트,1,F,예방 접종,건강 검진
믹스,1,M,예방 접종,건강 검진
믹스,1,M,예방 접종,건강 검진
말티즈,1,M,예방 접종,건강 검진
포메라니안,1,M,예방 접종,건강 검진
말티즈,1,M,예방 접종,건강 검진
포메라니안,1,M,예방 접종,건강 검진
믹스,1,M,예방 접종,건강 검진
코커스패니얼,1,M,예방 접종,건강 검진
말티즈,1,M,예방 접종,건강 검진
골든 리트리버,1,F,예방 접종,건강 검진
믹스,1,M,예방 접종,건강 검진
비숑 프리제,1,F,예방 접종,건강 검진
푸들,1,M,예방 접종,건강 검진
말티즈,1,F,예방 접종,건강 검진
재페니스 친,1,M,예방 접종,건강 검진
도베르만 피셔,1,F,예방 접종,건강 검진
믹스,1,F,예방 접종,건강 검진
꼬동 드 툴레아,1,F,예방 접종,건강 검진
시추,1,M,예방 접종,건강 검진
푸들,1,M,예방 접종,건강 검진
포메라니안,1,M,예방 접종,건강 검진
말티즈,1,M,예방 접종,건강 검진
말티즈,1,F,예방 접종,건강 검진
요크셔 테리어,1,F,예방 접종,건강 검진
말티즈,1,F,예방 접종,건강 검진
푸들,1,M,예방 접종,건강 검진
치와와,1,M,예방 접종,건강 검진
말티즈,1,F,예방 접종,건강 검진
말티즈,1,M,예방 접종,건강 검진
푸들,1,F,예방 접종,건강 검진
스피츠,1,M,예방 접종,건강 검진
믹스,1,M,예방 접종,건강 검진
믹스,1,F,예방 접종,건강 검진
페키니즈,1,F,예방 접종,건강 검진
래브라도 리트리버,1,M,예방 접종,건강 검진
믹스,1,M,예방 접종,건강 검진
포메라니안,1,M,예방 접종,건강 검진
포메라니안,1,F,예방 접종,건강 검진
믹스,1,F,예방 접종,건강 검진
푸들,1,M,예방 접종,건강 검진
말티즈,1,F,예방 접종,건강 검진
푸들,1,M,예방 접종,건강 검진
푸들,1,F,예방 접종,건강 검진
코커스패니얼,1,M,예방 접종,건강 검진
말티즈,1,M,예방 접종,건강 검진
코커스패니얼,1,F,예방 접종,건강 검진
푸들,1,F,예방 접종,건강 검진
푸들,1,F,예방 접종,건강 검진
치와와,1,M,예방 접종,건강 검진
슈나우저,1,F,예방 접종,건강 검진
포메라니안,1,M,예방 접종,건강 검진
푸들,1,M,예방 접종,건강 검진
푸들,1,M,예방 접종,건강 검진
포메라니안,1,M,예방 접종,건강 검진
푸들,1,F,예방 접종,건강 검진
요크셔 테리어,20,M,예방 접종,건강 검진
치와와,2,M,예방 접종,건강 검진
퍼그,2,F,예방 접종,건강 검진
말티즈,2,M,예방 접종,건강 검진
말티즈,2,M,예방 접종,건강 검진
치와와,2,M,예방 접종,건강 검진
웰시코기,2,M,예방 접종,건강 검진
푸들,2,M,예방 접종,건강 검진
푸들,2,M,예방 접종,건강 검진
푸들,2,F,예방 접종,건강 검진
말티즈,2,M,예방 접종,건강 검진
말티즈,2,F,예방 접종,건강 검진
말티즈,2,M,예방 접종,건강 검진
포메라니안,2,M,예방 접종,건강 검진
시추,2,M,예방 접종,건강 검진
요크셔 테리어,2,F,예방 접종,건강 검진
스피츠,2,M,예방 접종,건강 검진
치와와,2,M,예방 접종,건강 검진
시추,2,F,예방 접종,건강 검진
말티즈,2,F,예방 접종,건강 검진
스피츠,2,M,예방 접종,건강 검진
말티즈,2,F,예방 접종,건강 검진
스피츠,2,F,예방 접종,건강 검진
비숑 프리제,2,M,예방 접종,건강 검진
말티즈,2,M,예방 접종,건강 검진
치와와,2,M,예방 접종,건강 검진
포메라니안,2,M,예방 접종,건강 검진
말티즈,2,F,예방 접종,건강 검진
푸들,3,M,예방 접종,건강 검진
푸들,3,M,예방 접종,건강 검진
포메라니안,3,F,예방 접종,건강 검진
포메라니안,3,M,예방 접종,건강 검진
포메라니안,3,M,예방 접종,건강 검진
웰시코기,3,F,예방 접종,건강 검진
치와와,3,M,예방 접종,건강 검진
푸들,3,M,예방 접종,건강 검진
스피츠,3,M,예방 접종,건강 검진
푸들,3,M,예방 접종,건강 검진
믹스,3,M,예방 접종,건강 검진
시추,4,M,예방 접종,건강 검진
푸들,4,M,예방 접종,건강 검진
포메라니안,4,M,예방 접종,건강 검진
말티즈,4,F,예방 접종,건강 검진
믹스,4,M,예방 접종,건강 검진
요크셔 테리어,4,M,예방 접종,건강 검진
말티즈,4,M,예방 접종,건강 검진
말티즈,4,F,예방 접종,건강 검진
페키니즈,4,F,예방 접종,건강 검진
말티즈,4,F,예방 접종,건강 검진
말티즈,4,F,예방 접종,건강 검진
말티즈,4,M,예방 접종,건강 검진
말티즈,4,M,예방 접종,건강 검진
시바 이누,4,M,예방 접종,건강 검진
말티즈,4,M,예방 접종,건강 검진
포메라니안,5,F,예방 접종,건강 검진
슈나우저,5,M,예방 접종,건강 검진
말티즈,5,M,예방 접종,건강 검진
말티즈,5,F,예방 접종,건강 검진
푸들,5,F,예방 접종,건강 검진
말티즈,5,M,예방 접종,건강 검진
말티즈,5,F,예방 접종,건강 검진
미니어처 핀셔,5,M,예방 접종,건강 검진
포메라니안,5,M,예방 접종,건강 검진
말티즈,5,M,예방 접종,건강 검진
K.D,5,M,예방 접종,건강 검진
시추,5,M,예방 접종,건강 검진
믹스,5,M,예방 접종,건강 검진
포메라니안,5,M,예방 접종,건강 검진
시추,5,M,예방 접종,건강 검진
푸들,5,F,예방 접종,건강 검진
시추,5,M,예방 접종,건강 검진
믹스,5,F,예방 접종,건강 검진
말티즈,6,M,예방 접종,건강 검진
말티즈,6,M,예방 접종,건강 검진
요크셔 테리어,6,F,예방 접종,건강 검진
믹스,6,M,예방 접종,건강 검진
말티즈,6,M,예방 접종,건강 검진
래브라도 리트리버,6,M,예방 접종,건강 검진
푸들,6,F,예방 접종,건강 검진
믹스,6,F,예방 접종,건강 검진
시추,6,M,예방 접종,건강 검진
치와와,6,M,예방 접종,건강 검진
비숑 프리제,7,M,예방 접종,건강 검진
요크셔 테리어,7,M,예방 접종,건강 검진
말티즈,7,M,예방 접종,건강 검진
닥스훈트,7,M,예방 접종,건강 검진
웰시코기,7,M,예방 접종,건강 검진
포메라니안,7,F,예방 접종,건강 검진
말티즈,7,M,예방 접종,건강 검진
슈나우저,7,M,예방 접종,건강 검진
아프간 하운드,7,M,예방 접종,건강 검진
말티즈,7,M,예방 접종,건강 검진
말티즈,7,M,예방 접종,건강 검진
골든 리트리버,7,M,예방 접종,건강 검진
말티즈,7,F,예방 접종,건강 검진
시추,8,M,예방 접종,건강 검진
말티즈,8,F,예방 접종,건강 검진
말티즈,8,M,예방 접종,건강 검진
말티즈,8,M,예방 접종,건강 검진
포메라니안,8,M,예방 접종,건강 검진
푸들,8,M,예방 접종,건강 검진
스피츠,8,M,예방 접종,건강 검진
시베리안 허스키,8,M,예방 접종,건강 검진
말티즈,8,M,예방 접종,건강 검진
말티즈,8,M,예방 접종,건강 검진
포메라니안,8,F,예방 접종,건강 검진
골든 리트리버,8,M,예방 접종,건강 검진
말티즈,9,M,예방 접종,건강 검진
슈나우저,9,M,예방 접종,건강 검진
요크셔 테리어,9,M,예방 접종,건강 검진
말티즈,9,M,예방 접종,건강 검진
골든 리트리버,9,M,예방 접종,건강 검진
시추,9,M,예방 접종,건강 검진
시베리안 허스키,9,M,예방 접종,건강 검진
말티즈,9,M,예방 접종,건강 검진
믹스,9,M,예방 접종,건강 검진
슈나우저,9,F,예방 접종,건강 검진
말티즈,10,M,예방 접종,건강 검진
말티즈,13,F,예방 접종,건강 검진
요크셔 테리어,13,M,예방 접종,건강 검진
푸들,16,F,예방 접종,건강 검진
푸들,1,M,예방 접종,건강 검진
요크셔 테리어,1,M,예방 접종,건강 검진
믹스,2,M,예방 접종,건강 검진
포메라니안,2,F,예방 접종,건강 검진
비숑 프리제,2,F,예방 접종,건강 검진
카바리에 킹 찰스 스파니엘,3,M,예방 접종,건강 검진
비숑 프리제,5,M,예방 접종,건강 검진
비숑 프리제,5,M,예방 접종,건강 검진
푸들,7,M,예방 접종,건강 검진
푸들,10,M,예방 접종,건강 검진
말티즈,11,M,예방 접종,건강 검진
요크셔 테리어,13,M,예방 접종,건강 검진
페키니즈,15,M,예방 접종,건강 검진
포메라니안,1,F,예방 접종,건강 검진
말티즈,1,M,예방 접종,건강 검진
닥스훈트,1,M,예방 접종,건강 검진
말티즈,1,F,예방 접종,건강 검진
푸들,1,M,예방 접종,건강 검진
말티즈,2,F,예방 접종,건강 검진
재페니스 친,3,F,예방 접종,건강 검진
말티즈,6,M,예방 접종,건강 검진
요크셔 테리어,7,F,예방 접종,건강 검진
요크셔 테리어,7,M,예방 접종,건강 검진
믹스,8,M,예방 접종,건강 검진
닥스훈트,9,M,급성 간독화,"외부 원인의 부상, 중독 또는 기타 다른 결과"
시추,10,M,꿀벌의 침,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,1,F,꿀벌의 침,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,4,M,꿀벌의 침,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,4,M,꿀벌의 침,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,5,F,꿀벌의 침,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,5,F,꿀벌의 침,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,식욕부진,질병 분류를 특정할 수 없는 경우
요크셔 테리어,1,F,침샘,"외부 원인의 부상, 중독 또는 기타 다른 결과"
시추,10,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
요크셔 테리어,12,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
요크셔 테리어,15,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
시추,15,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,16,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
아메리칸 핏불 테리어,1,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
보더 콜리,1,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
코커스패니얼,1,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
닥스훈트,1,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
스피츠,1,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,1,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
프렌치 불독,1,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
웰시코기,1,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
웰시코기,1,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
코커스패니얼,1,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
코커스패니얼,2,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,2,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
꼬동 드 툴레아,2,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,2,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,2,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,2,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,2,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,2,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
스피츠,2,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
비숑 프리제,2,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,2,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,3,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,3,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,3,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,3,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,3,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,3,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
요크셔 테리어,3,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,3,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,3,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,3,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,3,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
비숑 프리제,4,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
비글,4,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,4,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
비숑 프리제,5,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,5,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
삽살개,5,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
시추,5,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
미니어처 핀셔,5,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,5,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,6,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,6,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,6,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,6,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,6,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,6,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
슈나우저,7,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
닥스훈트,7,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,7,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,8,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,8,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
코커스패니얼,8,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,8,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
라사 압소,8,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,9,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
라사 압소,9,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,9,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
시추,9,M,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,1,F,독성,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,0,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
시추,10,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
요크셔 테리어,10,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,10,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,10,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,10,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
스피츠,0,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
진돗개,0,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
로트와일러,11,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
요크셔 테리어,11,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,11,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
닥스훈트,11,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
요크셔 테리어,11,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,11,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,11,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,12,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
미니어처 핀셔,12,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,13,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,13,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
코커스패니얼,13,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,13,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
미니어처 핀셔,13,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,13,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
요크셔 테리어,14,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
시추,14,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
요크셔 테리어,14,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
슈나우저,14,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
시추,15,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,15,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
진돗개,15,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,15,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
시추,16,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,16,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
요크셔 테리어,17,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
시추,18,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
요크셔 테리어,19,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
풍산개,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
스피츠,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
비숑 프리제,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
웰시코기,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
프렌치 불독,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
요크셔 테리어,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
웰시코기,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
시베리안 허스키,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
